id,Gender,Country,Age,Height,Income
196,Male,Scotland,43,187.96,20794
197,Male,England,43,182.88,17630
198,Female,Wales,39,157.48,36498
199,Male,Wales,25,180.34,14971
200,Female,England,37,172.72,19594
201,Female,Wales,48,170.18,23035
202,Male,Scotland,35,185.42000000000002,16861
203,Female,England,39,154.94,10967
204,Female,Scotland,50,149.86,64454
205,Male,Wales,45,177.8,17043
206,Female,Scotland,38,167.64000000000001,10565
207,Female,Scotland,41,149.86,45238
208,Male,England,48,193.04,14987
209,Female,Wales,44,165.1,18101
210,Female,England,28,167.64000000000001,15447
211,Male,Scotland,39,193.04,30076
212,Male,England,38,172.72,19247
213,Male,Scotland,42,185.42000000000002,25341
214,Female,England,34,154.94,9218
215,Female,Scotland,41,165.1,12105
216,Male,Scotland,38,193.04,16490
217,Female,Wales,28,165.1,11160
218,Female,Wales,44,157.48,23941
219,Male,Scotland,51,172.72,29516
220,Female,England,48,167.64000000000001,10771
221,Male,Wales,44,177.8,26835
222,Male,Wales,40,193.04,30901
223,Female,Wales,40,167.64000000000001,16304
224,Male,Scotland,37,187.96,36449
225,Female,Scotland,39,165.1,22963
226,Female,England,39,172.72,27638
227,Female,Wales,45,170.18,24664
228,Female,Scotland,39,162.56,35024
229,Male,Scotland,38,165.1,13757
230,Female,England,34,160.02,17797
231,Male,Scotland,50,182.88,46856
232,Female,England,41,162.56,12484
233,Female,Scotland,34,154.94,20404
234,Female,Scotland,38,157.48,25928
235,Male,Scotland,43,149.86,19942
236,Male,England,41,187.96,31812
237,Female,England,40,167.64000000000001,12249
238,Female,Scotland,39,167.64000000000001,41134
239,Male,Wales,41,177.8,28297
240,Male,England,32,177.8,19580
241,Male,England,40,165.1,35811
242,Male,Wales,33,190.5,39919
243,Male,Wales,39,180.34,19462
244,Female,England,49,157.48,36846
245,Female,Wales,41,180.34,9161
246,Male,Wales,34,193.04,13579
247,Female,Scotland,53,162.56,64525
248,Female,Scotland,35,147.32,20929
249,Female,England,39,157.48,10406
250,Male,Scotland,29,185.42000000000002,27380
251,Female,Scotland,40,162.56,12516
252,Female,Scotland,33,172.72,10520
253,Female,England,36,162.56,31538
254,Female,Scotland,36,170.18,11746
255,Male,Scotland,33,170.18,22508
256,Male,Scotland,39,193.04,13402
257,Male,Scotland,34,182.88,14534
258,Male,England,40,167.64000000000001,174571
259,Male,England,45,187.96,105943
260,Female,England,27,160.02,29286
261,Male,Scotland,46,193.04,39063
262,Female,Wales,29,165.1,12403
263,Male,Scotland,35,180.34,118983
264,Female,Scotland,35,162.56,9515
265,Male,Wales,34,177.8,16638
266,Male,Wales,35,185.42000000000002,22963
267,Female,Wales,39,167.64000000000001,9442
268,Female,Wales,35,160.02,8470
269,Female,England,35,157.48,12447
270,Male,Wales,34,170.18,16660
271,Female,England,47,160.02,11237
272,Female,England,23,165.1,9185
273,Male,Wales,47,187.96,32832
274,Female,Wales,24,157.48,9340
275,Male,Scotland,35,170.18,48652
276,Male,Wales,35,187.96,27708
277,Female,Scotland,41,154.94,33829
278,Male,Scotland,43,175.26,27128
279,Male,Wales,30,180.34,40625
280,Female,Wales,46,162.56,21424
281,Male,Scotland,32,180.34,14291
282,Female,England,35,160.02,18815
283,Male,Scotland,25,187.96,13326
284,Male,Scotland,46,175.26,38303
285,Female,Wales,42,147.32,39972
286,Female,England,25,182.88,96658
287,Male,Wales,61,177.8,19759
288,Male,Scotland,41,187.96,21662
289,Female,England,54,160.02,10160
290,Male,Wales,36,182.88,40124
291,Male,Scotland,49,182.88,24764
292,Female,Wales,31,162.56,26419
293,Female,England,46,180.34,31961
294,Female,Wales,51,170.18,44995
295,Male,Scotland,36,157.48,20582
296,Female,Scotland,36,147.32,14642
297,Female,Scotland,44,162.56,11929
298,Male,England,42,170.18,35894
299,Female,Scotland,52,167.64000000000001,12936
300,Female,Wales,45,180.34,9132
301,Male,Scotland,44,185.42000000000002,43654
302,Female,England,27,154.94,28500
303,Female,Scotland,39,170.18,29068
304,Male,England,42,175.26,26481
305,Female,Wales,23,167.64000000000001,10916
306,Male,England,44,175.26,35680
307,Female,Scotland,34,152.4,10818
308,Female,England,30,180.34,11774
309,Male,Scotland,38,180.34,13961
310,Male,Wales,48,165.1,20200
311,Female,Scotland,39,167.64000000000001,22257
312,Male,Wales,39,165.1,10227
313,Female,England,41,149.86,10931
314,Male,England,43,172.72,13145
315,Female,England,27,157.48,25464
316,Male,Scotland,27,187.96,36622
317,Female,Wales,38,167.64000000000001,43502
318,Female,England,43,172.72,9794
319,Male,Wales,50,165.1,25031
320,Female,Scotland,45,175.26,27143
321,Female,Scotland,52,152.4,31509
322,Female,Scotland,33,180.34,17402
323,Male,England,40,185.42000000000002,11573
324,Female,England,49,172.72,65141
325,Female,Scotland,59,165.1,65161
326,Male,England,30,185.42000000000002,16743
327,Male,Scotland,49,182.88,41294
328,Female,Wales,41,160.02,24840
329,Male,Wales,29,193.04,15023
330,Female,Scotland,32,165.1,135077
331,Male,England,47,195.58,26661
332,Female,England,26,160.02,13549
333,Female,Wales,41,170.18,31749
334,Male,Wales,31,203.2,17520
335,Female,Scotland,36,157.48,20545
336,Male,Wales,55,187.96,27541
337,Male,Wales,43,177.8,25405
338,Female,Scotland,52,167.64000000000001,42710
339,Male,Wales,36,172.72,12168
340,Male,Scotland,49,175.26,23759
341,Male,England,36,175.26,13917
342,Female,Scotland,43,175.26,16976
343,Male,Wales,37,162.56,25226
344,Female,Scotland,34,157.48,29814
345,Male,England,41,177.8,46952
346,Male,Wales,42,172.72,20365
347,Male,England,34,167.64000000000001,84336
348,Male,Scotland,30,185.42000000000002,20642
349,Female,Wales,29,162.56,12661
350,Male,Scotland,42,180.34,15737
351,Female,Wales,36,165.1,30408
352,Male,Wales,38,172.72,13409
353,Female,Scotland,46,175.26,15828
354,Male,Wales,39,175.26,28863
355,Male,Wales,41,180.34,19059
356,Female,England,38,160.02,15916
357,Female,Scotland,41,175.26,35139
358,Male,Scotland,28,195.58,26679
359,Male,Wales,37,175.26,62796
360,Female,Wales,47,157.48,41848
361,Female,Wales,51,170.18,66360
362,Male,Scotland,28,177.8,32296
363,Male,Scotland,26,180.34,90338
364,Female,Wales,36,144.78,32520
365,Female,Scotland,36,182.88,38997
366,Male,England,38,180.34,42407
367,Male,England,32,172.72,24886
368,Female,England,37,137.16,13999
369,Female,Scotland,18,154.94,32763
370,Female,England,40,175.26,19163
371,Male,Scotland,24,180.34,12470
372,Female,England,37,147.32,25428
373,Male,Scotland,57,193.04,15538
374,Male,Scotland,41,175.26,27483
375,Female,England,43,175.26,12615
376,Female,England,32,165.1,20731
377,Male,Wales,47,185.42000000000002,24970
378,Male,Scotland,43,172.72,49830
379,Male,Wales,56,167.64000000000001,20510
380,Male,Scotland,43,187.96,25670
381,Female,Scotland,42,167.64000000000001,37267
382,Male,Wales,34,172.72,14211
383,Male,Scotland,30,162.56,26495
384,Female,Wales,44,152.4,10267
385,Female,England,45,167.64000000000001,27924
386,Female,Scotland,47,170.18,14333
387,Male,Wales,25,175.26,105905
388,Female,England,47,182.88,24174
389,Male,Wales,49,182.88,21558
390,Male,Wales,34,195.58,13948
391,Female,Wales,36,160.02,25106
392,Female,England,38,157.48,57828
393,Female,Wales,47,154.94,27570
394,Male,Scotland,42,193.04,20792
395,Female,Wales,40,162.56,24284
396,Female,Wales,34,165.1,10616
397,Male,Wales,33,175.26,125111
398,Female,Wales,39,177.8,19124
399,Female,Scotland,56,167.64000000000001,83969
400,Male,Wales,36,182.88,40081
401,Female,Scotland,43,167.64000000000001,52765
402,Female,Wales,40,160.02,16429
403,Male,England,38,195.58,29811
404,Male,Scotland,43,175.26,12954
405,Female,Scotland,42,162.56,10030
406,Male,Wales,53,177.8,20450
407,Female,Scotland,20,162.56,10102
408,Male,England,37,177.8,70733
409,Female,Wales,41,167.64000000000001,15066
410,Male,Scotland,47,182.88,13237
411,Female,England,34,170.18,14452
412,Female,Scotland,44,175.26,13247
413,Male,Wales,39,187.96,15691
414,Male,Scotland,45,175.26,13232
415,Male,England,40,177.8,36951
416,Female,Wales,33,162.56,32297
417,Male,England,32,172.72,28277
418,Female,Scotland,53,190.5,15129
419,Male,Scotland,33,177.8,22916
420,Male,Scotland,46,180.34,12712
421,Female,Scotland,28,157.48,19521
422,Male,Wales,39,203.2,30915
423,Female,Scotland,38,167.64000000000001,17853
424,Female,Wales,33,152.4,13632
425,Male,Scotland,44,187.96,25991
426,Male,Wales,40,177.8,28303
427,Female,England,43,165.1,9769
428,Male,England,36,162.56,22629
429,Female,Scotland,39,165.1,16165
430,Female,Scotland,50,154.94,24394
431,Female,Scotland,30,172.72,11843
432,Female,England,45,157.48,39442
433,Female,England,46,172.72,12070
434,Female,England,40,149.86,31080
435,Male,Wales,34,182.88,33865
436,Female,England,44,162.56,19549
437,Male,Scotland,47,157.48,46883
438,Female,Wales,44,167.64000000000001,10023
439,Male,Scotland,49,157.48,13072
440,Female,England,33,157.48,10803
441,Female,Wales,33,160.02,31697
442,Female,Wales,38,149.86,14216
443,Female,Scotland,50,177.8,16808
444,Female,Scotland,58,165.1,16831
445,Female,Scotland,42,154.94,33643
446,Male,England,35,180.34,18114
447,Male,Wales,36,162.56,88149
448,Male,Scotland,39,193.04,14216
449,Female,Scotland,39,172.72,15245
450,Female,England,54,165.1,12089
451,Female,Wales,46,162.56,18339
452,Male,England,51,167.64000000000001,19050
453,Male,Wales,31,193.04,28987
454,Male,England,40,175.26,26365
455,Female,England,47,170.18,26304
456,Male,Scotland,45,162.56,30032
457,Male,Scotland,39,182.88,24929
458,Female,Wales,30,154.94,11679
459,Female,Scotland,29,152.4,21213
460,Male,England,41,185.42000000000002,85071
461,Female,England,40,154.94,20017
462,Male,Scotland,35,177.8,22640
463,Male,Scotland,42,200.66,34263
464,Female,Scotland,49,167.64000000000001,23991
465,Male,Wales,33,182.88,21525
466,Female,England,35,170.18,21259
467,Male,England,42,208.28,39744
468,Female,England,32,175.26,14565
469,Male,England,42,185.42000000000002,40097
470,Male,Wales,42,180.34,37345
471,Female,Wales,34,177.8,13282
472,Male,Scotland,41,185.42000000000002,22325
473,Female,Wales,38,149.86,40881
474,Female,Wales,43,157.48,19556
475,Male,England,42,162.56,25638
476,Female,Wales,38,170.18,27174
477,Male,England,44,180.34,27088
478,Female,Scotland,43,162.56,23123
479,Male,England,34,172.72,99598
480,Male,Wales,41,172.72,24082
481,Female,Scotland,43,170.18,17310
482,Male,England,32,167.64000000000001,29791
483,Male,Scotland,35,177.8,20689
484,Male,England,32,162.56,16918
485,Female,Wales,44,170.18,13113
486,Male,Wales,32,187.96,32013
487,Female,Wales,37,162.56,31357
488,Female,Wales,44,162.56,12171
489,Female,Wales,30,157.48,8921
490,Male,England,43,177.8,14262
491,Male,England,35,177.8,13495
492,Male,England,51,177.8,19645
493,Female,Wales,27,167.64000000000001,23918
494,Female,Scotland,51,170.18,23075
495,Female,Wales,44,160.02,26137
496,Male,Wales,40,180.34,16516
497,Male,England,36,180.34,15608
498,Female,Scotland,44,157.48,25256
499,Female,Scotland,47,165.1,13788
500,Female,Wales,54,149.86,16221
501,Female,England,43,180.34,12894
502,Male,England,37,177.8,14053
503,Female,Scotland,32,165.1,61296
504,Male,Wales,38,170.18,26682
505,Male,Wales,44,180.34,27821
506,Male,Wales,41,190.5,14411
507,Female,England,37,157.48,30345
508,Female,England,58,144.78,19562
509,Male,Wales,50,165.1,16316
510,Male,Wales,38,175.26,14970
511,Male,Scotland,35,172.72,60112
512,Male,England,38,195.58,16315
513,Male,Scotland,37,185.42000000000002,94050
514,Female,Scotland,51,160.02,32078
515,Male,Wales,40,193.04,20619
516,Female,England,49,175.26,14940
517,Female,Scotland,31,182.88,28454
518,Female,Wales,46,180.34,16798
519,Male,Scotland,44,172.72,23021
520,Female,Wales,41,160.02,30181
521,Male,England,37,193.04,18744
522,Female,England,42,162.56,32100
523,Male,Scotland,37,165.1,22079
524,Male,Scotland,31,190.5,50856
525,Female,Scotland,42,167.64000000000001,20769
526,Female,Wales,32,154.94,20133
527,Female,Wales,33,167.64000000000001,34910
528,Male,England,44,182.88,13252
529,Male,Scotland,39,190.5,73281
530,Female,England,43,165.1,18485
531,Female,Wales,48,160.02,75199
532,Female,England,44,149.86,41852
533,Female,Wales,40,177.8,11107
534,Male,Wales,28,185.42000000000002,27920
535,Female,Wales,46,149.86,13576
536,Male,England,51,175.26,122983
537,Female,Wales,24,172.72,9625
538,Male,Scotland,40,175.26,75993
539,Male,Wales,43,185.42000000000002,28387
540,Male,Scotland,42,180.34,34334
541,Male,Wales,43,177.8,21452
542,Female,Scotland,37,165.1,12765
543,Male,England,43,182.88,20124
544,Male,Scotland,39,175.26,20875
545,Male,England,44,175.26,30623
546,Male,Wales,40,177.8,12257
547,Female,England,35,160.02,12040
548,Male,Scotland,41,162.56,21034
549,Male,Scotland,35,187.96,16513
550,Male,England,26,177.8,15906
551,Male,Scotland,36,162.56,11631
552,Female,Scotland,35,165.1,16961
553,Female,Wales,28,165.1,18989
554,Female,Wales,45,175.26,20082
555,Male,England,40,177.8,39638
556,Female,England,53,162.56,31839
557,Male,Wales,34,170.18,19753
558,Male,Wales,38,177.8,52591
559,Female,Wales,43,172.72,14356
560,Male,Wales,37,172.72,18034
561,Female,Scotland,38,170.18,18194
562,Female,Scotland,38,165.1,25470
563,Female,England,30,154.94,34839
564,Male,Scotland,36,165.1,21806
565,Male,Wales,37,162.56,11449
566,Female,England,44,172.72,12329
567,Female,Scotland,37,154.94,23927
568,Male,Wales,44,165.1,49743
569,Female,Scotland,24,170.18,18560
570,Male,England,38,170.18,13922
571,Female,Scotland,33,177.8,10185
572,Female,Scotland,40,154.94,9093
573,Female,Wales,44,162.56,9235
574,Male,Scotland,44,208.28,14243
575,Male,Scotland,32,177.8,16139
576,Female,Wales,41,162.56,9197
577,Female,Scotland,26,177.8,27361
578,Male,Scotland,48,175.26,20613
579,Male,England,32,154.94,16590
580,Female,England,41,152.4,17028
581,Male,Wales,40,170.18,14135
582,Male,England,34,198.12,21726
583,Male,Wales,57,193.04,45724
584,Female,Scotland,48,165.1,23184
585,Male,Wales,39,177.8,42813
586,Female,England,52,165.1,11791
587,Female,England,36,167.64000000000001,53865
588,Female,Scotland,30,170.18,25587
589,Male,Wales,33,190.5,18417
590,Female,England,41,165.1,14567
591,Male,Wales,36,190.5,16731
592,Male,Wales,31,167.64000000000001,16228
593,Male,England,38,172.72,18475
594,Male,Scotland,53,170.18,21079
595,Male,England,36,170.18,12768
596,Male,Scotland,44,172.72,59262
597,Male,Scotland,39,180.34,15706
598,Male,Wales,58,182.88,11591
599,Male,Scotland,52,180.34,27424
600,Female,Scotland,40,165.1,12328
601,Male,Scotland,38,180.34,17471
602,Male,Wales,19,190.5,12435
603,Female,Wales,34,157.48,25590
604,Male,Scotland,47,180.34,37079
605,Male,Wales,32,182.88,22505
606,Male,Wales,38,187.96,32194
607,Male,Scotland,44,157.48,23963
608,Female,Scotland,38,162.56,31032
609,Male,Wales,32,180.34,11608
610,Female,Wales,43,144.78,21398
611,Female,England,46,160.02,33084
612,Female,Wales,39,172.72,36499
613,Male,Scotland,46,170.18,11904
614,Female,England,37,165.1,10132
615,Female,Wales,64,162.56,41372
616,Male,Wales,43,187.96,30397
617,Male,England,44,165.1,26583
618,Male,Wales,29,177.8,13748
619,Female,Wales,39,167.64000000000001,59743
620,Male,Wales,41,170.18,12005
621,Female,Scotland,43,167.64000000000001,24737
622,Female,Scotland,28,175.26,19715
623,Male,Wales,48,172.72,17011
624,Male,Wales,33,160.02,26128
625,Male,England,47,180.34,16016
626,Male,Wales,33,187.96,15686
627,Female,Scotland,34,167.64000000000001,10182
628,Male,Wales,28,175.26,22563
629,Male,Scotland,47,175.26,36548
630,Male,Wales,40,160.02,30937
631,Male,Scotland,38,175.26,18894
632,Female,Scotland,31,152.4,17837
633,Male,Scotland,43,177.8,16916
634,Male,Scotland,43,175.26,12630
635,Female,England,38,139.7,19269
636,Male,Scotland,29,190.5,21247
637,Female,Scotland,42,167.64000000000001,17436
638,Female,Scotland,46,160.02,28669
639,Male,England,38,177.8,16010
640,Male,Wales,23,175.26,15049
641,Male,Wales,24,162.56,28762
642,Male,England,27,180.34,12659
643,Male,Scotland,40,185.42000000000002,39764
644,Male,Wales,39,190.5,11811
645,Male,England,46,162.56,67327
646,Female,Scotland,33,165.1,22041
647,Male,Scotland,37,182.88,15139
648,Female,Wales,39,172.72,15906
649,Male,Scotland,35,193.04,12826
650,Male,Wales,37,180.34,19701
651,Male,England,44,177.8,12185
652,Female,England,39,180.34,11690
653,Male,England,40,165.1,35384
654,Female,England,40,167.64000000000001,131676
655,Male,England,39,175.26,129694
656,Female,Wales,44,167.64000000000001,19041
657,Male,Wales,40,182.88,30248
658,Male,Scotland,45,187.96,12831
659,Female,England,44,165.1,10286
660,Female,Scotland,38,139.7,26359
661,Female,Scotland,35,170.18,17858
662,Female,Wales,48,167.64000000000001,17553
663,Female,Wales,46,144.78,14914
664,Male,England,39,175.26,16029
665,Female,Scotland,38,160.02,11116
666,Male,England,31,187.96,18035
667,Male,Wales,42,200.66,17532
668,Male,England,38,162.56,58253
669,Female,England,36,149.86,17906
670,Female,Scotland,44,177.8,31272
671,Male,Wales,36,167.64000000000001,23719
672,Female,Wales,46,157.48,18061
673,Female,Scotland,43,157.48,12527
674,Female,England,36,167.64000000000001,12930
675,Female,Scotland,45,154.94,11821
676,Male,Wales,43,182.88,81853
677,Female,England,34,165.1,19242
678,Male,England,40,165.1,26760
679,Male,Wales,32,180.34,80188
680,Female,Scotland,36,157.48,25697
681,Female,England,35,152.4,53551
682,Male,England,41,182.88,14398
683,Male,Wales,45,182.88,48787
684,Female,England,38,177.8,11753
685,Female,England,42,165.1,30055
686,Male,Wales,36,177.8,31510
687,Female,England,35,170.18,16260
688,Male,England,56,172.72,17370
689,Male,Wales,47,177.8,66997
690,Female,Wales,32,170.18,21680
691,Female,Scotland,34,157.48,18040
692,Male,Wales,44,182.88,22158
693,Female,England,38,180.34,14714
694,Male,Scotland,51,203.2,17224
695,Female,England,33,170.18,16456
696,Female,Scotland,39,160.02,31642
697,Female,England,29,167.64000000000001,28917
698,Male,England,41,160.02,12079
699,Female,England,31,162.56,17865
700,Female,Scotland,21,170.18,9220
701,Male,Wales,39,185.42000000000002,30610
702,Male,England,35,180.34,38572
703,Female,Wales,31,157.48,8427
704,Female,Wales,42,165.1,16282
705,Female,Wales,35,172.72,23590
706,Male,Scotland,45,185.42000000000002,38248
707,Male,England,32,175.26,76137
708,Female,Scotland,47,175.26,12326
709,Female,Scotland,37,167.64000000000001,32031
710,Female,Scotland,40,160.02,19342
711,Male,Scotland,33,203.2,79579
712,Male,Scotland,40,175.26,12133
713,Male,Wales,31,185.42000000000002,11417
714,Female,England,40,167.64000000000001,24983
715,Female,Wales,38,162.56,12568
716,Male,Wales,39,198.12,79669
717,Male,Wales,29,185.42000000000002,25859
718,Female,England,39,165.1,10469
719,Male,England,38,187.96,16303
720,Male,Wales,42,177.8,14130
721,Female,Scotland,31,167.64000000000001,15397
722,Male,England,42,157.48,60684
723,Male,England,41,180.34,12919
724,Female,Wales,39,170.18,23911
725,Male,Scotland,40,190.5,10820
726,Male,Scotland,41,162.56,15198
727,Male,Scotland,32,190.5,20666
728,Male,Wales,35,175.26,10458
729,Male,England,47,177.8,18581
730,Female,Scotland,34,152.4,25138
731,Female,Wales,34,165.1,11095
732,Male,Wales,40,177.8,11873
733,Male,Wales,44,162.56,43162
734,Female,Scotland,48,182.88,12701
735,Male,England,32,180.34,20781
736,Male,England,49,195.58,19314
737,Female,England,44,172.72,12285
738,Female,England,46,167.64000000000001,10916
739,Male,Scotland,30,195.58,84098
740,Female,Wales,41,160.02,11226
741,Female,Wales,36,160.02,33571
742,Male,Scotland,32,190.5,35510
743,Male,Scotland,32,157.48,150632
744,Female,England,40,170.18,13264
745,Female,England,40,167.64000000000001,24938
746,Female,England,31,157.48,18447
747,Male,Wales,29,167.64000000000001,26004
748,Male,England,32,162.56,19568
749,Female,Wales,32,175.26,13711
750,Male,Scotland,49,182.88,32693
751,Female,Wales,35,162.56,25496
752,Female,Scotland,43,167.64000000000001,25577
753,Male,Scotland,34,182.88,13711
754,Male,England,40,172.72,21191
755,Male,Scotland,33,149.86,18195
756,Male,Scotland,36,175.26,12082
757,Male,England,36,165.1,16886
758,Male,Scotland,41,195.58,22215
759,Female,Scotland,44,152.4,26668
760,Female,Scotland,27,175.26,32896
761,Female,England,47,162.56,22827
762,Female,Wales,32,152.4,59688
763,Male,Wales,44,172.72,31564
764,Male,England,38,185.42000000000002,26728
765,Male,Wales,37,167.64000000000001,18805
766,Female,England,47,172.72,15913
