id,Gender,Country,Age,Height,Income
171,Male,Wales,38,169.63380809919605,88464
172,Female,Wales,51,180.42852904202772,53666
173,Male,Wales,41,192.06684588740023,73164
174,Female,Wales,54,159.24027751148856,20171
175,Female,England,34,183.16715271608135,19411
176,Male,Wales,47,181.14018462327655,13206
177,Male,England,47,166.09372605450116,12698
178,Male,Wales,38,160.75205921501788,26189
179,Male,England,41,194.92771838050186,23327
180,Female,Wales,44,174.01982608821473,21026
181,Male,England,44,162.17083957781034,33316
182,Male,Wales,44,171.28394624679635,24749
183,Female,Wales,38,170.30336739891501,67967
184,Male,England,29,166.5971621660236,13262
185,Male,England,38,164.18862521964775,11966
186,Male,England,28,187.1599513608346,13911
187,Female,Wales,46,161.55262075490904,18081
188,Female,England,31,173.14636638917693,12452
189,Male,Wales,34,170.56099564759148,25293
190,Male,England,38,175.52391556242404,28142
191,Female,Scotland,47,164.91222370801282,38847
192,Male,England,46,161.36886501490181,32547
193,Female,England,42,166.28290952339322,25676
194,Male,England,33,174.1612797341886,79066
195,Male,Wales,37,175.23525677859567,12605
196,Male,Scotland,43,188.93490653956238,20794
197,Male,England,43,183.51353988358207,17630
198,Female,Wales,39,156.9629777430288,36498
199,Male,Wales,25,179.5244022518974,14971
200,Female,England,37,173.56249462852395,19594
201,Female,Wales,48,169.8455944504387,23035
202,Male,Scotland,35,185.14150758638397,16861
203,Female,England,39,155.61606830964578,10967
204,Female,Scotland,50,150.1689724058391,64454
205,Male,Wales,45,177.79918868037086,17043
206,Female,Scotland,38,167.0203008649122,10565
207,Female,Scotland,41,150.26437430772413,45238
208,Male,England,48,192.75567679355635,14987
209,Female,Wales,44,164.85190591344113,18101
210,Female,England,28,168.41130828085318,15447
211,Male,Scotland,39,194.0429452450696,30076
212,Male,England,38,173.16091685494766,19247
213,Male,Scotland,42,184.5081999571969,25341
214,Female,England,34,155.88036507534142,9218
215,Female,Scotland,41,164.67728975849417,12105
216,Male,Scotland,38,193.68064815346878,16490
217,Female,Wales,28,165.114292321689,11160
218,Female,Wales,44,157.9466289753536,23941
219,Male,Scotland,51,172.8748993315279,29516
220,Female,England,48,166.86716306010678,10771
221,Male,Wales,44,177.00345850060074,26835
222,Male,Wales,40,193.24394919001975,30901
223,Female,Wales,40,168.8626309792498,16304
224,Male,Scotland,37,186.76101230164025,36449
225,Female,Scotland,39,165.40458542400472,22963
226,Female,England,39,173.36255920358394,27638
227,Female,Wales,45,170.17255901622212,24664
228,Female,Scotland,39,163.27593078418613,35024
229,Male,Scotland,38,165.75010007500876,13757
230,Female,England,34,160.862684699238,17797
231,Male,Scotland,50,183.97479681091934,46856
232,Female,England,41,163.2478876567469,12484
233,Female,Scotland,34,154.54833098475606,20404
234,Female,Scotland,38,158.54341975050718,25928
235,Male,Scotland,43,148.9029078839903,19942
236,Male,England,41,187.08875747113757,31812
237,Female,England,40,167.6352652763808,12249
238,Female,Scotland,39,168.595580303067,41134
239,Male,Wales,41,178.12343013581648,28297
240,Male,England,32,178.34939156610542,19580
241,Male,England,40,166.327028912691,35811
242,Male,Wales,33,190.84211697059916,39919
243,Male,Wales,39,179.8991453104179,19462
244,Female,England,49,157.0261720347587,36846
245,Female,Wales,41,180.23834437705827,9161
246,Male,Wales,34,193.92815473855998,13579
247,Female,Scotland,53,163.7342730152077,64525
248,Female,Scotland,35,148.382780067194,20929
249,Female,England,39,157.6288422890636,10406
250,Male,Scotland,29,185.26658877334393,27380
251,Female,Scotland,40,162.8410131069997,12516
252,Female,Scotland,33,172.44748536273784,10520
253,Female,England,36,162.89067917561823,31538
254,Female,Scotland,36,170.6417425486041,11746
255,Male,Scotland,33,170.44626388184926,22508
256,Male,Scotland,39,192.4986736201721,13402
257,Male,Scotland,34,183.55986036242655,14534
258,Male,England,40,168.63796444517612,174571
259,Male,England,45,187.22625697812035,105943
260,Female,England,27,160.1633608062572,29286
261,Male,Scotland,46,192.24464567644992,39063
262,Female,Wales,29,164.34336116373638,12403
263,Male,Scotland,35,179.27611295490073,118983
264,Female,Scotland,35,161.70250697821768,9515
265,Male,Wales,34,177.32781449003667,16638
266,Male,Wales,35,186.61272335464164,22963
267,Female,Wales,39,168.7671408990223,9442
268,Female,Wales,35,159.77397358726714,8470
269,Female,England,35,157.282874195947,12447
270,Male,Wales,34,170.84170006255323,16660
271,Female,England,47,159.29954890258676,11237
272,Female,England,23,164.8976046924102,9185
273,Male,Wales,47,186.86125589321605,32832
274,Female,Wales,24,156.54475987127492,9340
275,Male,Scotland,35,170.79822039969585,48652
276,Male,Wales,35,187.33905403905203,27708
277,Female,Scotland,41,156.03581758469826,33829
278,Male,Scotland,43,174.79453661896795,27128
279,Male,Wales,30,180.5857593696949,40625
280,Female,Wales,46,162.93068211519343,21424
281,Male,Scotland,32,179.49730039543385,14291
282,Female,England,35,160.35649467211852,18815
283,Male,Scotland,25,186.99213587857753,13326
284,Male,Scotland,46,176.31998578267277,38303
285,Female,Wales,42,147.6169515599724,39972
286,Female,England,25,183.60603966684997,96658
287,Male,Wales,61,176.7554737290117,19759
288,Male,Scotland,41,187.37783278945133,21662
289,Female,England,54,159.3534799002102,10160
290,Male,Wales,36,181.87999424480694,40124
291,Male,Scotland,49,182.02224481700682,24764
292,Female,Wales,31,161.32651096573957,26419
293,Female,England,46,179.97022588896246,31961
294,Female,Wales,51,170.132633568377,44995
295,Male,Scotland,36,156.34247861286747,20582
296,Female,Scotland,36,146.16465653771368,14642
297,Female,Scotland,44,163.5403542464004,11929
298,Male,England,42,170.1003772351672,35894
299,Female,Scotland,52,166.49628163864145,12936
300,Female,Wales,45,179.14312328518105,9132
301,Male,Scotland,44,185.99331866463575,43654
302,Female,England,27,154.74696480661055,28500
303,Female,Scotland,39,169.7397864680035,29068
304,Male,England,42,174.4671058136052,26481
305,Female,Wales,23,167.76057497520895,10916
306,Male,England,44,175.97495221351042,35680
307,Female,Scotland,34,151.93167813839003,10818
308,Female,England,30,179.74004789474648,11774
309,Male,Scotland,38,181.17695086345728,13961
310,Male,Wales,48,165.77736764454676,20200
311,Female,Scotland,39,168.86488933120842,22257
312,Male,Wales,39,165.95827337926622,10227
313,Female,England,41,149.77395973190696,10931
314,Male,England,43,172.48166913693805,13145
315,Female,England,27,158.51261887382233,25464
316,Male,Scotland,27,187.84266499751345,36622
317,Female,Wales,38,167.65732283214237,43502
318,Female,England,43,172.846065967475,9794
319,Male,Wales,50,165.81204484659398,25031
320,Female,Scotland,45,174.1224510750151,27143
321,Female,Scotland,52,151.84876259170773,31509
322,Female,Scotland,33,179.69937932399742,17402
323,Male,England,40,184.37742700045456,11573
324,Female,England,49,171.79566512634085,65141
325,Female,Scotland,59,165.49616480535286,65161
326,Male,England,30,186.40359926455432,16743
327,Male,Scotland,49,181.91725651330782,41294
328,Female,Wales,41,159.39761285161023,24840
329,Male,Wales,29,191.9684654135007,15023
330,Female,Scotland,32,165.4189664631173,135077
331,Male,England,47,195.61598397519398,26661
332,Female,England,26,160.30679714798723,13549
333,Female,Wales,41,170.51516508861403,31749
334,Male,Wales,31,202.60866392840902,17520
335,Female,Scotland,36,157.6401249339107,20545
336,Male,Wales,55,187.20639506316311,27541
337,Male,Wales,43,179.04663988923787,25405
338,Female,Scotland,52,168.5507507998514,42710
339,Male,Wales,36,173.7403160798397,12168
340,Male,Scotland,49,175.02283427587054,23759
341,Male,England,36,175.48219424991075,13917
342,Female,Scotland,43,174.80097920886058,16976
343,Male,Wales,37,162.4529981777783,25226
344,Female,Scotland,34,157.22463912914753,29814
345,Male,England,41,177.0103540997932,46952
346,Male,Wales,42,171.46738338590052,20365
347,Male,England,34,168.4679507184396,84336
348,Male,Scotland,30,184.58887121493564,20642
349,Female,Wales,29,163.4191982455275,12661
350,Male,Scotland,42,180.44965667522322,15737
351,Female,Wales,36,165.5593423171157,30408
352,Male,Wales,38,173.31780371436392,13409
353,Female,Scotland,46,175.6414051272779,15828
354,Male,Wales,39,174.65826241675504,28863
355,Male,Wales,41,179.1722482753644,19059
356,Female,England,38,159.36662296834766,15916
357,Female,Scotland,41,175.09158375309045,35139
358,Male,Scotland,28,195.16693522196482,26679
359,Male,Wales,37,175.15931313816816,62796
360,Female,Wales,47,158.41056646892412,41848
361,Female,Wales,51,171.2843372064536,66360
362,Male,Scotland,28,178.0938454312563,32296
363,Male,Scotland,26,181.14939227594542,90338
364,Female,Wales,36,145.27300688821452,32520
365,Female,Scotland,36,182.47345304689352,38997
366,Male,England,38,180.2616809715662,42407
367,Male,England,32,171.554874818318,24886
368,Female,England,37,138.3283838511961,13999
369,Female,Scotland,18,155.05882803942444,32763
370,Female,England,40,174.5449200619243,19163
371,Male,Scotland,24,179.52527543420564,12470
372,Female,England,37,146.43557578282255,25428
373,Male,Scotland,57,191.98185697651166,15538
374,Male,Scotland,41,175.02148099216785,27483
375,Female,England,43,174.56114595472394,12615
376,Female,England,32,165.98700165927482,20731
377,Male,Wales,47,184.1940144295973,24970
378,Male,Scotland,43,173.20549938143964,49830
379,Male,Wales,56,168.77745381023007,20510
380,Male,Scotland,43,186.9116122233932,25670
381,Female,Scotland,42,167.0449525720087,37267
382,Male,Wales,34,172.82372637595665,14211
383,Male,Scotland,30,163.14986056572047,26495
384,Female,Wales,44,151.87198248105693,10267
385,Female,England,45,168.3175369714007,27924
386,Female,Scotland,47,170.66744784868774,14333
387,Male,Wales,25,174.61415267656594,105905
388,Female,England,47,183.36393217241206,24174
389,Male,Wales,49,183.27437920237705,21558
390,Male,Wales,34,195.38751413032745,13948
391,Female,Wales,36,159.20543247686942,25106
392,Female,England,38,158.0550719228371,57828
393,Female,Wales,47,155.3408554622142,27570
394,Male,Scotland,42,192.81252829557667,20792
395,Female,Wales,40,162.0026386954611,24284
396,Female,Wales,34,164.57223893066256,10616
397,Male,Wales,33,174.7572933681257,125111
398,Female,Wales,39,178.05230944770065,19124
399,Female,Scotland,56,167.90874389598406,83969
400,Male,Wales,36,182.93525532558883,40081
401,Female,Scotland,43,166.7812629721539,52765
402,Female,Wales,40,159.84752340715454,16429
403,Male,England,38,196.57185706988523,29811
404,Male,Scotland,43,175.76751084740536,12954
405,Female,Scotland,42,161.86160494881304,10030
406,Male,Wales,53,176.83852745209268,20450
407,Female,Scotland,20,162.64681366926948,10102
408,Male,England,37,178.2090604763247,70733
409,Female,Wales,41,167.79719832807527,15066
410,Male,Scotland,47,181.7337452020869,13237
411,Female,England,34,169.11965177167048,14452
412,Female,Scotland,44,174.5190260944308,13247
413,Male,Wales,39,187.22683704661884,15691
414,Male,Scotland,45,176.26563530611145,13232
415,Male,England,40,177.9473361027166,36951
416,Female,Wales,33,162.92351635401235,32297
417,Male,England,32,172.6439550702476,28277
418,Female,Scotland,53,189.83256867592274,15129
419,Male,Scotland,33,178.37874613949396,22916
420,Male,Scotland,46,180.98579405849617,12712
421,Female,Scotland,28,156.81525428696628,19521
422,Male,Wales,39,202.3063697408229,30915
423,Female,Scotland,38,167.12151323979828,17853
424,Female,Wales,33,151.69425029423886,13632
425,Male,Scotland,44,188.4911241843749,25991
426,Male,Wales,40,177.2474276384163,28303
427,Female,England,43,165.5050153448791,9769
428,Male,England,36,161.4635715927769,22629
429,Female,Scotland,39,165.15489680534918,16165
430,Female,Scotland,50,155.39352119895125,24394
431,Female,Scotland,30,172.4840034245818,11843
432,Female,England,45,157.20786465465326,39442
433,Female,England,46,173.12711046620458,12070
434,Female,England,40,150.75585442626667,31080
435,Male,Wales,34,182.36669352405949,33865
436,Female,England,44,162.82778325660712,19549
437,Male,Scotland,47,158.36036381724907,46883
438,Female,Wales,44,168.35909444058979,10023
439,Male,Scotland,49,156.26634148127536,13072
440,Female,England,33,158.52475717430207,10803
441,Female,Wales,33,159.65246295681402,31697
442,Female,Wales,38,149.05782792178968,14216
443,Female,Scotland,50,177.3698571545558,16808
444,Female,Scotland,58,165.4563246340669,16831
445,Female,Scotland,42,155.94637606570322,33643
446,Male,England,35,180.85702325117484,18114
447,Male,Wales,36,163.14762973200004,88149
448,Male,Scotland,39,192.30545089761353,14216
449,Female,Scotland,39,172.4605320303156,15245
450,Female,England,54,165.3423060843761,12089
451,Female,Wales,46,161.61936838490078,18339
452,Male,England,51,167.00119035263856,19050
453,Male,Wales,31,191.86980194504264,28987
454,Male,England,40,175.4248689476406,26365
455,Female,England,47,169.58026078433875,26304
456,Male,Scotland,45,163.05405200199857,30032
457,Male,Scotland,39,183.21634665410613,24929
458,Female,Wales,30,155.95697327672994,11679
459,Female,Scotland,29,152.553479787956,21213
460,Male,England,41,184.88036714858848,85071
461,Female,England,40,155.1258946791444,20017
462,Male,Scotland,35,177.18445611668025,22640
463,Male,Scotland,42,199.5813288154024,34263
464,Female,Scotland,49,168.66369954832294,23991
465,Male,Wales,33,183.5658521636272,21525
466,Female,England,35,169.3689431059706,21259
467,Male,England,42,209.49075987628976,39744
468,Female,England,32,176.43933253541584,14565
469,Male,England,42,185.34443428147614,40097
470,Male,Wales,42,179.21695881034384,37345
471,Female,Wales,34,178.7307948976386,13282
472,Male,Scotland,41,186.40801849341244,22325
473,Female,Wales,38,149.46255774477618,40881
474,Female,Wales,43,157.41491043778512,19556
475,Male,England,42,161.5936749307895,25638
476,Female,Wales,38,169.23820961023557,27174
477,Male,England,44,179.48477482043046,27088
478,Female,Scotland,43,162.48699610935043,23123
479,Male,England,34,172.10985780753558,99598
480,Male,Wales,41,171.51777312194213,24082
481,Female,Scotland,43,170.67788964505849,17310
482,Male,England,32,168.87280503550485,29791
483,Male,Scotland,35,178.2641710093304,20689
484,Male,England,32,161.6218659833107,16918
485,Female,Wales,44,171.09075850231116,13113
486,Male,Wales,32,187.30010872173926,32013
487,Female,Wales,37,161.59813072252774,31357
488,Female,Wales,44,161.8868492125928,12171
489,Female,Wales,30,156.22693145465718,8921
490,Male,England,43,177.12341947036126,14262
491,Male,England,35,178.2478562954894,13495
492,Male,England,51,178.65966073062125,19645
493,Female,Wales,27,166.7910286984218,23918
494,Female,Scotland,51,169.10278378392192,23075
495,Female,Wales,44,160.7500961778693,26137
496,Male,Wales,40,179.6888602760179,16516
497,Male,England,36,180.07767438512897,15608
498,Female,Scotland,44,158.2755913009683,25256
499,Female,Scotland,47,165.56345916524506,13788
500,Female,Wales,54,148.72621000858166,16221
501,Female,England,43,179.16994494959607,12894
502,Male,England,37,177.35187972955862,14053
503,Female,Scotland,32,164.448642453057,61296
504,Male,Wales,38,170.41084767690384,26682
505,Male,Wales,44,180.48559205734028,27821
506,Male,Wales,41,189.84604540759787,14411
507,Female,England,37,157.24277629705142,30345
508,Female,England,58,146.03337215789793,19562
509,Male,Wales,50,164.74553910190542,16316
510,Male,Wales,38,174.10994013646655,14970
511,Male,Scotland,35,172.48731664948096,60112
512,Male,England,38,196.02380455266487,16315
513,Male,Scotland,37,184.67146394499972,94050
514,Female,Scotland,51,159.2267593272903,32078
515,Male,Wales,40,191.99241237703964,20619
516,Female,England,49,175.25595986228123,14940
517,Female,Scotland,31,184.0546247996791,28454
518,Female,Wales,46,179.58585023857262,16798
519,Male,Scotland,44,172.21171141273004,23021
520,Female,Wales,41,160.9449285450392,30181
521,Male,England,37,193.0013690454756,18744
522,Female,England,42,163.5398814428513,32100
523,Male,Scotland,37,165.5668433404082,22079
524,Male,Scotland,31,189.49412543648452,50856
525,Female,Scotland,42,168.11553399717445,20769
526,Female,Wales,32,153.97370459387082,20133
527,Female,Wales,33,167.88185988397714,34910
528,Male,England,44,183.9074153567537,13252
529,Male,Scotland,39,191.11229765420373,73281
530,Female,England,43,164.734213806724,18485
531,Female,Wales,48,159.425336678197,75199
532,Female,England,44,150.89613555884384,41852
533,Female,Wales,40,178.0577818172333,11107
534,Male,Wales,28,184.67077901419287,27920
535,Female,Wales,46,151.10645221803574,13576
536,Male,England,51,174.9495925340228,122983
537,Female,Wales,24,171.4529147808336,9625
538,Male,Scotland,40,175.76911870283143,75993
539,Male,Wales,43,185.83563581649585,28387
540,Male,Scotland,42,180.31286111721792,34334
541,Male,Wales,43,178.6693244298068,21452
542,Female,Scotland,37,164.87975279546333,12765
543,Male,England,43,184.08006827331556,20124
544,Male,Scotland,39,175.4418427779431,20875
545,Male,England,44,174.90756689853026,30623
546,Male,Wales,40,178.57530493205957,12257
547,Female,England,35,159.2464695451251,12040
548,Male,Scotland,41,162.32526909575216,21034
549,Male,Scotland,35,188.7580100512116,16513
550,Male,England,26,178.20276757354105,15906
551,Male,Scotland,36,163.2135148798996,11631
552,Female,Scotland,35,165.40668047625073,16961
553,Female,Wales,28,165.9043575749372,18989
554,Female,Wales,45,174.0541032206604,20082
555,Male,England,40,176.8744408958011,39638
556,Female,England,53,161.95212492555157,31839
557,Male,Wales,34,170.77288763337302,19753
558,Male,Wales,38,177.05837592590075,52591
559,Female,Wales,43,171.9619675815371,14356
560,Male,Wales,37,172.4335732316105,18034
561,Female,Scotland,38,170.33115112279083,18194
562,Female,Scotland,38,165.36958288198437,25470
563,Female,England,30,155.02531332653143,34839
564,Male,Scotland,36,163.94849899720302,21806
565,Male,Wales,37,163.5320579064357,11449
566,Female,England,44,172.46234146460438,12329
567,Female,Scotland,37,154.73843017660369,23927
568,Male,Wales,44,165.05635876308915,49743
569,Female,Scotland,24,170.65524201561146,18560
570,Male,England,38,170.62548743246163,13922
571,Female,Scotland,33,176.53173272676293,10185
572,Female,Scotland,40,155.89369334440963,9093
573,Female,Wales,44,161.6378498681413,9235
574,Male,Scotland,44,208.80761061953487,14243
575,Male,Scotland,32,177.42003977959058,16139
576,Female,Wales,41,163.46471707729071,9197
577,Female,Scotland,26,178.33584401525704,27361
578,Male,Scotland,48,175.87525306314703,20613
579,Male,England,32,153.9385305988131,16590
580,Female,England,41,153.36161595367813,17028
581,Male,Wales,40,171.25823588172844,14135
582,Male,England,34,198.51540926378158,21726
583,Male,Wales,57,192.4897747116685,45724
584,Female,Scotland,48,164.70996421468882,23184
585,Male,Wales,39,177.3600335443754,42813
586,Female,England,52,166.05925426948923,11791
587,Female,England,36,167.4352862335437,53865
588,Female,Scotland,30,170.29305270829383,25587
589,Male,Wales,33,191.08093116498793,18417
590,Female,England,41,165.27989025667236,14567
591,Male,Wales,36,190.88093539957057,16731
592,Male,Wales,31,167.72204942043726,16228
593,Male,England,38,173.33425005238317,18475
594,Male,Scotland,53,170.8173975591377,21079
595,Male,England,36,169.97962048489208,12768
596,Male,Scotland,44,172.31551758769135,59262
597,Male,Scotland,39,179.15251210242965,15706
598,Male,Wales,58,182.85275613292237,11591
599,Male,Scotland,52,180.50392567371335,27424
600,Female,Scotland,40,165.12434238053706,12328
601,Male,Scotland,38,181.27246418148763,17471
602,Male,Wales,19,190.52537574276343,12435
603,Female,Wales,34,156.89742456446723,25590
604,Male,Scotland,47,180.767067521145,37079
605,Male,Wales,32,182.7745154420447,22505
606,Male,Wales,38,187.61749369185273,32194
607,Male,Scotland,44,157.4233042141141,23963
608,Female,Scotland,38,162.97411934339135,31032
609,Male,Wales,32,179.93998288722915,11608
610,Female,Wales,43,145.90429494595782,21398
611,Female,England,46,160.14554644364472,33084
612,Female,Wales,39,172.08462583108403,36499
613,Male,Scotland,46,169.78511701209533,11904
614,Female,England,37,165.4992479808624,10132
615,Female,Wales,64,161.86289203135814,41372
616,Male,Wales,43,188.74663184652437,30397
617,Male,England,44,165.94342235776435,26583
618,Male,Wales,29,178.25816581910217,13748
619,Female,Wales,39,167.20021869727302,59743
620,Male,Wales,41,169.81771780972954,12005
621,Female,Scotland,43,167.87220640212954,24737
622,Female,Scotland,28,174.0628505716496,19715
623,Male,Wales,48,171.85696773884342,17011
624,Male,Wales,33,160.46100182110112,26128
625,Male,England,47,180.9095219532501,16016
626,Male,Wales,33,187.59418770980085,15686
627,Female,Scotland,34,168.507400609038,10182
628,Male,Wales,28,174.45104976293817,22563
629,Male,Scotland,47,174.58257397295094,36548
630,Male,Wales,40,160.73570022198552,30937
631,Male,Scotland,38,175.37864887844384,18894
632,Female,Scotland,31,151.18796278405455,17837
633,Male,Scotland,43,176.58664711447696,16916
634,Male,Scotland,43,176.0879719161059,12630
635,Female,England,38,139.83606841059228,19269
636,Male,Scotland,29,190.1720965187007,21247
637,Female,Scotland,42,166.6688558799779,17436
638,Female,Scotland,46,159.31791834142322,28669
639,Male,England,38,177.1053151170005,16010
640,Male,Wales,23,175.6829498625966,15049
641,Male,Wales,24,163.40341315555474,28762
642,Male,England,27,181.60430569034193,12659
